	0
4532	RPS27L
4533	TRIM31
4534	MYADML2
4535	AC096708.2
4536	AC123595.1
4537	AC234582.1
4538	MTO1
4539	RAD23B
4540	ZNF565
4541	RXFP1
4542	LINC02668
4543	LINC02012
4544	AC008080.4
4545	AL161756.3
4546	CBX7
4547	KCNN3
4548	SLC6A9
4549	ZNF136
4550	LINC01077
4551	MRPL3
4552	NPTXR
4553	RNASE6
4554	LINC01704
4555	SCG3
4556	AL031056.1
4557	AC126773.3
4558	IGFBP1
4559	AL118556.1
4560	AC011444.3
4561	RXYLT1
4562	CES2
4563	AL929472.3
4564	ATP2B1-AS1
4565	AC017000.1
4566	C1QTNF4
4567	CDC27
4568	AL162171.1
4569	STARD9
4570	PLEKHH1
4571	FAM181A-AS1
4572	DIPK2B
4573	NT5C3B
4574	AL713852.1
4575	TNMD
4576	HAGHL
4577	L3MBTL1
4578	PLP1
4579	AC137770.1
4580	OR1L3
4581	CACNA1C
4582	KCNJ3
4583	AL096828.1
4584	MPV17L2
4585	LINC01237
4586	NME9
4587	AADACL2-AS1
4588	AC012404.1
4589	ZNF429
4590	EXOC4
4591	APOBEC3D
4592	SCOC-AS1
4593	C16orf89
4594	CYP26B1
4595	NORAD
4596	TSHZ3
4597	AC093791.1
4598	LANCL1-AS1
4599	RELN
4600	GABRB3
4601	AC010864.1
4602	AMIGO2
4603	AC095030.1
4604	LINC02197
4605	PLXNA2
4606	AL031963.1
4607	AC005740.4
4608	MKNK2
4609	AC008627.1
4610	PITX1
4611	AC079015.1
4612	PLA2G6
4613	SIAH1
4614	LMBRD2
4615	AL360012.1
4616	RUVBL1
4617	TOLLIP
4618	AC093909.4
4619	CDCA3
4620	TENM3
4621	LRRC43
4622	AC005034.3
4623	AC025887.2
4624	RBM26-AS1
4625	FFAR2
4626	FAR2
4627	LYRM2
4628	CDC42BPA
4629	LINC00911
4630	AC009970.1
4631	ACCS
4632	GSTA2
4633	SCYGR4
4634	LINC01907
4635	AL354864.1
4636	ACMSD
4637	OR5A2
4638	TMIGD3
4639	DOLK
4640	OPHN1
4641	TTL
4642	AC091544.7
4643	HAPLN2
4644	ZFP69B
4645	ZMYM6
4646	AL589794.2
4647	LINC02222
4648	KCNQ4
4649	AC090510.4
4650	AC119403.1
4651	ABRACL
4652	LPGAT1
4653	SSC4D
4654	AC010737.1
4655	LINC01258
4656	PGPEP1L
4657	SEZ6
4658	ESYT1
4659	ATP9B
4660	HLCS
4661	CPED1
4662	DMP1
4663	CD68
4664	IL21
4665	PSD2
4666	HOXD10
4667	AL121772.3
4668	CENPI
4669	GTSF1
4670	AL139294.1
4671	COL20A1
4672	MAPKAPK5
4673	DPP6
4674	KCNK13
4675	DST
4676	LINC01613
4677	PTOV1-AS1
4678	MALAT1
4679	AC017048.2
4680	OR52W1
4681	TNFSF9
4682	TNNC1
4683	SERTAD1
4684	AFAP1L1
4685	PGAM5
4686	PKN3
4687	ARL8B
4688	GRID1-AS1
4689	AL050338.2
4690	AL359233.1
4691	ARHGAP42
4692	AL160408.5
4693	PCDHGA12
4694	AL512274.1
4695	ANKRD11
4696	AC010547.1
4697	MGAT4C
4698	RANBP2
4699	ZBTB38
4700	AC018731.1
4701	POLR2B
4702	FCRL1
4703	CA14
4704	LINC02115
4705	LINC01858
4706	AC002551.1
4707	ODC1-DT
4708	AC022034.4
4709	AL121894.3
4710	ARID5B
4711	HMX1
4712	STARD3NL
4713	CCL28
4714	VASH2
4715	HPS3
4716	AL138756.1
4717	AC005162.1
4718	AC089998.1
4719	SAFB2
4720	AC023300.2
4721	SIK1
4722	GNL1
4723	PLA2G4C-AS1
4724	PTPN9
4725	GNB3
4726	GTPBP6
4727	DOLPP1
4728	AC093849.2
4729	NPIPB13
4730	AC107214.1
4731	CD79A
4732	RNF214
4733	MRTFA
4734	LPP
4735	AC008766.1
4736	ARL14EPL
4737	PEX3
4738	DYNC1H1
4739	LINC02629
4740	AC021092.1
4741	PLEKHA2
4742	PDK3
4743	LINC01413
4744	HMMR
4745	COMMD5
4746	EYA2
4747	AL358937.1
4748	AC106729.1
4749	AC087439.2
4750	SMIM11B
4751	AC007405.4
4752	CNNM3
4753	AC018647.2
4754	LINC02812
4755	FSHR
4756	ARHGEF25
4757	SPDEF
4758	BFSP2-AS1
4759	USP17L7
4760	HTRA4
4761	TSBP1-AS1
4762	SBK3
4763	AC106822.1
4764	GOLIM4
4765	AL512590.3
4766	CDKN2AIPNL
4767	LIFR
4768	PJA1
4769	AC007193.2
4770	AC005288.1
4771	LINC02011
4772	SIK1B
4773	AP005329.1
4774	LINC02539
4775	NCKAP5
4776	MRLN
4777	AC012645.1
4778	PTHLH
4779	LINC01603
4780	AC092068.3
4781	AL645608.7
4782	AL136018.1
4783	C1orf61
4784	SNHG18
4785	AC105760.1
4786	ZNF485
4787	NUP133
4788	TNFRSF4
4789	SPANXA1
4790	ACBD5
4791	COL11A2
4792	SUCLG2
4793	FGF18
4794	SDCBP
4795	RWDD2B
4796	PDE3A
4797	NEDD4L
4798	IGHEP2
4799	TLK1
4800	AC022596.2
4801	AC022150.4
4802	MAPK8IP1
4803	FRS2
4804	SNTG1
4805	GPI
4806	AC008687.4
4807	DNAJC13
4808	ITCH-IT1
4809	AC010969.1
4810	LINC02542
4811	XIAP-AS1
4812	PTPRJ
4813	AL133243.1
4814	AC006237.1
4815	TDRG1
4816	LMBRD1
4817	WNT9A
4818	ZNF593
4819	USP29
4820	LRRC52-AS1
4821	IQSEC1
4822	AL132633.1
4823	PWWP3B
4824	LHFPL1
4825	AC100839.1
4826	LINC02670
4827	BBOF1
4828	PPEF1
4829	PLXNC1
4830	AC093788.1
4831	LENEP
4832	AC104561.1
4833	SLC12A6
4834	PRC1-AS1
4835	ZFP41
4836	C6orf132
4837	TBC1D2B
4838	SMIM25
4839	AC087477.2
4840	AP001180.1
4841	CYP11B1
4842	AL008638.2
4843	ARFRP1
4844	AC069360.1
4845	CTSC
4846	HSD3B1
4847	LINC01477
4848	AJ009632.2
4849	HOXA-AS3
4850	ARMH4
4851	AC011383.1
4852	AC112250.2
4853	ADAMTSL1
4854	AC003984.1
4855	MVK
4856	CTBS
4857	SLC25A15
4858	AC091132.2
4859	PPAN
4860	AGBL5
4861	RNF13
4862	AC018809.2
4863	PAXIP1-AS2
4864	AC108063.1
4865	CHCHD4
4866	AC087761.1
4867	RAI1-AS1
4868	BISPR
4869	AL034422.1
4870	ADPGK-AS1
4871	SPATA46
4872	AC002529.1
4873	AC093110.1
4874	AC023043.4
4875	POLE2
4876	STIMATE
4877	AP001604.1
4878	MED7
4879	AC107294.2
4880	AC026333.4
4881	AC011313.1
4882	CEBPZOS
4883	RGS7BP
4884	AC073476.3
4885	GORASP1
4886	LINC00866
4887	AC091860.2
4888	FGF17
4889	KRT32
4890	ANAPC5
4891	ZBED6CL
4892	CHSY1
4893	RAB21
4894	YPEL5
4895	AL122035.2
4896	TOPBP1
4897	LAMC2
4898	AL133467.1
4899	AC113139.1
4900	AC078922.1
4901	PHF13
4902	AC108681.1
4903	LINC02766
4904	DCUN1D5
4905	TECPR2
4906	HCAR2
4907	PCDHGB7
4908	GPSM1
4909	LINC01192
4910	AEBP1
4911	LINC02795
4912	LRRC23
4913	GLCCI1
4914	AC019080.1
4915	CYB5B
4916	FKBP5
4917	AC127024.4
4918	OTUD7A
4919	ZFX-AS1
4920	CUL5
4921	UBE4B
4922	CBARP
4923	AC004233.1
4924	DIP2A
4925	ICAM3
4926	MOB2
4927	AC022730.4
4928	AL359697.1
4929	RABEP1
4930	CACNB4
4931	WDR11
4932	TTC9B
4933	SNX30
4934	NXPE2
4935	LINC00273
4936	AL354813.1
4937	AMN1
4938	ANXA7
4939	HEXB
4940	FUT8
4941	AP1G1
4942	MRPS30-DT
4943	LINC01501
4944	MPC1L
4945	VPS13D
4946	SMCHD1
4947	CCDC181
4948	ZNF518A
4949	RBPJL
4950	LINC02015
4951	ZNF710
4952	AL356234.3
4953	AC073326.1
4954	SAXO1
4955	ST8SIA1
4956	SSMEM1
4957	TIAM2
4958	AL136040.1
4959	TTTY18
4960	AC034102.7
4961	KCNIP4
4962	FNDC7
4963	ANKRD10-IT1
4964	DYNC1LI2
4965	HPS4
4966	MIER2
4967	POLN
4968	COG6
4969	FRA10AC1
4970	COPS3
4971	FO393401.1
4972	KIF23
4973	HOXA9
4974	AC010320.3
4975	AC012309.2
4976	AL445426.1
4977	CALHM5
4978	AC004943.2
4979	AL031599.1
4980	TTC21A
4981	LMO2
4982	SULT1C2
4983	C5orf60
4984	AC133065.1
4985	GNMT
4986	AC025754.2
4987	FIGN
4988	GPR161
4989	AL356740.2
4990	TAB3-AS1
4991	AC073655.1
4992	ADAM22
4993	UBQLN1
4994	RGPD4
4995	AL627171.2
4996	DMD
4997	TRIM22
4998	AC007222.2
4999	MYADM
5000	LINC01616
5001	CHRDL1
5002	PRDM15
5003	MMP3
5004	OR14I1
5005	CLPTM1L
5006	AC007497.2
5007	AL357127.1
5008	FAM230J
5009	FLRT1
5010	AC004870.3
5011	AC105180.2
5012	AL158834.1
5013	NATD1
5014	FBXO30
5015	AC016877.3
5016	AGMO
5017	NSL1
5018	VSIG10
5019	TMEM52B
5020	AC009716.1
5021	EIF1AY
5022	AC007376.2
5023	ZBTB32
5024	ANGPT1
5025	AC117395.1
5026	AC005821.2
5027	AC011510.1
5028	AL606753.2
5029	AC096586.2
5030	FTCD-AS1
5031	NFE2L2
5032	AC002546.1
5033	LINC02843
5034	AP000542.2
5035	ENTPD3
5036	AL356608.1
5037	XCL1
5038	HMCN1
5039	ORM2
5040	SFT2D2
5041	AL031186.1
5042	PLEKHM2
5043	IRS1
5044	AC016642.1
5045	AC079203.2
5046	SMCO4
